"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"icy burn                                          ","Osprey",5125,"Cruiser",485.0,0,0,0,0,0,0,0,3.0,200.0,15.092744917518148,95.0,2.0,20.0,1871.25,280.0,410.0,425.0,1375.0,5.0,"The Forge",0,0,1,0,0,0,0,0.531906740544569,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,2,2,1.463962,1.463962,"1400mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Logi"
"Barbens                                           ","Malediction",1606,"Interceptor",98.0,0,0,0,0,0,0,0,8.0,435.0,27.05408110813516,33.0,1.0,0.0,585.0,900.0,150.0,35.0,355.0,1.3333333333333333,"Molden Heath",1,0,1,0,0,0,1,0.3041351272066599,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.94999999999999,0,2,7,-2.8,-0.7081565714285715,"Heavy Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"PvP Generic"
"Kara Askira                                       ","Augoror",10392,"Cruiser",465.0,0,0,0,0,0,0,0,3.0,210.0,13.705388958938652,90.0,2.0,20.0,1838.75,300.0,275.0,650.0,1500.0,5.0,"Providence",1,0,0,1,0,0,1,-0.06889184040874308,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.0,4,3,34,-7.0,2.446362464705883,"Caldari Navy Scourge Rocket","Rocket",8,10,0,0,0,0,0,0,0,4,2,0,0,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,"Logi"
"Taryn Kouvo                                       ","Myrmidon",34872,"Combat Battlecruiser",400.0,0,0,0,0,0,15,0,2.5,145.0,10.843164469118667,305.0,2.0,200.0,5575.0,200.0,400.0,1050.0,2850.0,3.8,"Providence",1,0,1,0,0,0,1,-0.07773585938936778,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.39,2,2,21,-1.6,2.8000000000000003,"425mm AutoCannon II","Projectile Weapon",5,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,"PvP Generic"
"Svir Eto                                          ","Augoror Navy Issue",27045,"Cruiser",480.0,3,0,0,0,0,0,0,3.0,215.0,19.561815336463223,120.0,2.0,15.0,3252.5,300.0,320.0,1150.0,1500.0,3.1578947368421053,"Providence",1,0,0,1,0,0,1,-0.06889184040874308,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1080.0,4,3,64,-7.0,3.0500675625,"800mm Repeating Cannon II","Projectile Weapon",8,28,0,0,0,0,0,0,0,6,6,0,0,2,0,0,4,0,0,2,2,0,0,0,0,6,0,0,"PvP Generic"
"Alien Lee                                         ","Caldari Navy Hookbill",3132,"Frigate",140.0,1,0,0,0,0,0,0,5.0,360.0,28.032405460712585,40.0,1.0,0.0,896.875,600.0,165.0,37.0,300.0,2.0,"Metropolis",1,0,0,1,0,0,1,0.2528716714819527,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,99.795,0,4,3,-9.676865,-6.392288333333333,"Dual 180mm AutoCannon II","Projectile Weapon",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"PvE"
"Demon joy                                         ","Loki",8501,"Strategic Cruiser",0.0,0,0,0,0,10,0,0,3.0,10.0,43.6871996505024,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"The Citadel",1,0,0,1,1,1,1,0.4160241415263145,0,0,0,0,5,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.12,0,3,1,-9.997059,-9.997059,"220mm Vulcan AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"loyalanon                                         ","Vengeance",11161,"Assault Frigate",210.0,0,0,0,0,0,0,0,5.5,273.0,20.165225794066263,37.0,1.0,0.0,721.25,655.0,170.0,43.0,375.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.2853636062219562,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,238.89499999999998,1,3,7,-9.6,-5.1963734285714285,"Mjolnir Rage Rocket","Advanced Rocket",2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Erika Haynsworth                                  ","Magnate",961,"Frigate",400.0,0,0,0,0,0,0,0,5.0,350.0,24.548311076197958,39.0,1.0,40.0,417.5,445.0,230.0,26.0,325.0,1.8055555555555556,"B-R00005",0,0,0,0,0,0,0,-0.99,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,2,0.5,0.55,"Scourge Rage Rocket","Advanced Rocket",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"Daiel Zehn                                        ","Anathema",1743,"Covert Ops",190.0,0,0,0,0,0,3,0,8.0,282.0,17.829030296871185,47.0,1.0,0.0,638.5999999999999,435.0,280.0,20.0,250.0,1.3333333333333333,"The Forge",0,0,0,1,0,0,0,0.6431657594205797,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.965,1,3,1,-1.796638,-1.796638,"Hobgoblin II","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"ENDER GAMEOVER                                    ","Dragoon",3605,"Destroyer",300.0,0,0,0,0,0,1,0,4.5,240.0,20.496003279360526,66.0,1.0,75.0,1185.0,525.0,150.0,58.0,600.0,2.181818181818182,"Domain",1,0,0,1,0,1,1,1.0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,86.0,2,6,1,0.0150739,0.0150739,"Light Neutron Blaster II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"kosse uc                                          ","Tormentor",2913,"Frigate",130.0,0,0,0,0,0,0,0,5.0,335.0,29.86857825567503,35.0,1.0,10.0,591.25,620.0,130.0,50.0,425.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.2227803741106745,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,0,3,1,-9.988961,-9.988961,"125mm Railgun II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Daniel Lago                                       ","Loki",36036,"Strategic Cruiser",0.0,0,0,0,0,1,5,0,3.0,10.0,43.6871996505024,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"The Citadel",1,0,0,1,0,0,1,0.3971828496209688,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.405,1,3,104,-10.0,-8.570041403846153,"Heavy Beam Laser II","Energy Weapon",0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Cyphor85                                          ","Heron",979,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"The Forge",0,1,0,0,0,0,0,0.1621514141274795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,90.0,0,3,6,-6.9,-4.864570333333334,"150mm Light AutoCannon II","Projectile Weapon",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Daryl Bennet                                      ","Tristan",1729,"Frigate",140.0,0,0,0,0,2,4,0,5.0,325.0,30.407706529142747,41.0,1.0,40.0,557.5,600.0,130.0,35.0,350.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.338464408401388,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.525,0,5,3,-1.7,-1.4333333333333333,"Dual Light Pulse Laser II","Energy Weapon",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"KaoticSkies911                                    ","Ishtar",8650,"Heavy Assault Cruiser",460.0,2,0,0,0,0,15,0,3.3,195.0,17.325017325017324,145.0,2.0,375.0,1472.5,294.0,340.0,780.0,1400.0,5.283018867924529,"Genesis",0,0,0,1,0,0,0,0.1775851257551886,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,523.26,1,3,2,-5.559638,-5.029819,"Hammerhead II","Combat Drone",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"scautm2 Itinen                                    ","Ferox",21553,"Combat Battlecruiser",475.0,0,0,0,0,3,1,0,2.5,140.0,11.435105774728417,295.0,2.0,25.0,5987.5,195.0,510.0,1250.0,2750.0,3.8009675190048373,"Placid",1,0,1,0,0,0,1,0.3384160537741685,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,426.4275,0,2,1,-9.4,-9.4,"Light Neutron Blaster II","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Mikle Amatin                                      ","Daredevil",2328,"Frigate",140.0,0,0,0,0,0,0,0,5.0,384.0,37.72913611785677,35.0,1.0,0.0,782.175,650.0,145.0,35.0,395.0,1.6853333333333333,"C-R00014",0,0,0,0,0,0,0,-0.99,0,0,8,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,359.82000000000005,0,0,20,1.5,2.5472393999999996,"Heavy Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Jessica Reiss                                     ","Harpy",5347,"Assault Frigate",165.0,0,0,0,0,0,0,0,5.5,264.0,23.832880031955124,37.0,1.0,0.0,758.003125,500.0,185.0,50.0,343.75,1.8333333333333333,"Metropolis",0,0,1,0,0,0,0,0.2286736585112276,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,82.81999999999998,0,2,2,-10.0,-9.088899999999999,"150mm Railgun II","Hybrid Weapon",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Alisc Zal                                         ","Helios",1363,"Covert Ops",175.0,0,0,0,0,0,0,0,8.0,330.0,18.99522118225497,49.0,1.0,5.0,539.8999999999999,390.0,290.0,20.0,218.75,1.1666666666666667,"Lonetrek",0,0,1,0,0,0,0,0.4109272722293859,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.8,0,3,1,-9.970982,-9.970982,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"Pinna Serania                                     ","Crane",4136,"Blockade Runner",3500.0,0,5,0,2,0,0,0,6.0,165.0,18.115942028985508,125.0,2.0,0.0,1701.8375,225.0,285.0,125.0,843.75,3.3333333333333335,"Sinq Laison",1,0,1,0,0,0,1,0.3646606895266639,2,1,5,0,1,2,1,4,3,0,1,0,0,2,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,660.0,0,2,3,-10.0,-10.0,"Imperial Navy Large EMP Smartbomb","Smart Bomb",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Deshcag                                           ","Maulus",1402,"Frigate",275.0,0,0,0,0,0,0,0,5.0,375.0,28.94565453361314,40.0,1.0,30.0,453.75,520.0,230.0,28.0,275.0,1.8333333333333333,"Black Rise",0,0,0,0,0,0,0,0.4449388239034815,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118.52500000000002,0,4,2,-5.160642,-3.780321,"150mm Light AutoCannon II","Projectile Weapon",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-War"
"Ethan Marlock                                     ","Slasher",1087,"Frigate",120.0,0,0,0,0,0,0,0,5.0,430.0,32.87040841482455,30.0,1.0,0.0,456.25,940.0,135.0,34.0,240.0,2.0,"Essence",1,0,0,1,0,0,1,0.3066251979101813,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99.195,0,6,1,-9.900297,-9.900297,"Light Neutron Blaster II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Michael Solo                                      ","Imperial Navy Slicer",2372,"Frigate",130.0,0,0,0,0,2,0,0,5.0,350.0,30.212393123659325,38.0,1.0,0.0,888.125,675.0,125.0,50.0,500.0,2.0,"Essence",1,0,0,1,0,0,1,0.3066251979101813,0,0,5,0,0,3,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6875,0,6,2,-1.6,-0.67523765,"125mm Gatling AutoCannon II","Projectile Weapon",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Kajaastas                                         ","Caldari Navy Hookbill",7767,"Frigate",140.0,0,0,0,0,0,0,0,5.0,360.0,28.032405460712585,40.0,1.0,0.0,896.875,600.0,165.0,37.0,300.0,2.0,"The Bleak Lands",1,0,0,1,0,0,1,0.4205274311943741,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.24499999999999,0,5,2,-6.996863,-1.5484315000000002,"Hobgoblin II","Combat Drone",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"gwa84                                             ","Augoror Navy Issue",26842,"Cruiser",480.0,2,0,0,0,0,6,0,3.0,215.0,19.561815336463223,120.0,2.0,15.0,3252.5,300.0,320.0,1150.0,1500.0,3.1578947368421053,"The Bleak Lands",1,0,0,1,0,1,1,0.3552711738175655,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,582.0,6,3,28,-1.136515,2.761677499999999,"Modal Mega Neutron Particle Accelerator I","Hybrid Weapon",2,12,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"PvP Generic"
"haerod                                            ","Rifter",2356,"Frigate",140.0,0,0,0,0,0,0,0,5.0,355.0,29.37953362928317,35.0,1.0,0.0,630.0,660.0,125.0,38.0,250.0,2.0,"Metropolis",1,0,0,1,0,0,1,0.3960712205814934,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,132.76,1,3,1,4.2,4.2,"Scourge Rage Rocket","Advanced Rocket",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Reciprocrat                                       ","Merlin",3010,"Frigate",150.0,1,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"Verge Vendor",1,0,1,0,0,1,1,0.2981414191407068,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.6425,0,2,1,-0.4658934,-0.4658934,"Light Electron Blaster II","Hybrid Weapon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"haerod                                            ","Caracal",11816,"Cruiser",450.0,1,0,0,0,0,0,0,3.0,230.0,18.252838316358194,125.0,2.0,10.0,2042.5,270.0,430.0,630.0,1250.0,2.8089887640449436,"Molden Heath",1,0,0,1,0,0,1,0.3307623618104421,0,0,7,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,183.53500000000003,0,3,1,-9.664557,-9.664557,"220mm Vulcan AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Vibesz                                            ","Obelisk",184887,"Freighter",750000.0,0,0,0,0,60800,7500,0,1.37,65.0,1.702127659574468,3605.0,,0.0,19039.425,0.0,1.0,1.0,3500.0,16.235498221053266,"The Forge",1,0,0,1,0,0,1,0.6069360862204307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475925.0,0,3,9,-2.1,-1.9109713333333334,"Modal Mega Neutron Particle Accelerator I","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Hauling"
"Kaptan-I DERYA                                    ","Tristan",3871,"Frigate",140.0,0,0,0,0,0,3,0,5.0,325.0,30.407706529142747,41.0,1.0,40.0,557.5,600.0,130.0,35.0,350.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.2732082220038178,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197.57500000000002,0,1,1,0.2343245,0.2343245,"Light Electron Blaster II","Hybrid Weapon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Elach Moon                                        ","Covetor",5101,"Mining Barge",350.0,0,0,0,0,0,0,0,3.0,70.0,5.610098176718092,150.0,2.0,50.0,2110.0,660.0,255.0,35.0,312.5,1.6666666666666667,"Lonetrek",1,0,0,1,0,0,1,0.6041875521585642,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.7,0,3,3,-10.0,-3.602327333333333,"Light Neutron Blaster I","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining"
"Isere Ambrye                                      ","Catalyst",2843,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Essence",1,0,0,1,0,1,1,0.4703787655727688,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,0,4,1,0.08097118,0.08097118,"Hobgoblin I","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Max Loi                                           ","Myrmidon",11574,"Combat Battlecruiser",400.0,0,0,0,0,28,14,0,2.5,145.0,10.843164469118667,305.0,2.0,200.0,5575.0,200.0,400.0,1050.0,2850.0,3.8,"Sinq Laison",0,0,1,0,0,0,0,0.5404728012904352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,215.32,0,3,1,5.001774,5.001774,"Garde II","Combat Drone",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"Taku Achasse                                      ","Velator",656,"Rookie ship",135.0,0,0,0,0,0,0,0,3.0,305.0,20.024830790179823,54.0,,10.0,226.875,480.0,100.0,23.0,135.0,2.0,"Metropolis",1,0,0,1,0,1,1,0.5496682670749016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,5,1,-1.017003,-1.017003,"Heavy Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Deirdre Anethoel                                  ","Purifier",2273,"Stealth Bomber",260.0,1,0,0,0,0,0,0,5.5,262.0,16.478775666517038,37.0,1.0,0.0,375.9046875,450.0,298.0,45.0,312.5,1.25,"Cloud Ring",1,0,1,0,0,0,1,-0.005354848468190898,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,427.00000000000006,0,2,4,4.3,4.77787525,"720mm 'Scout' Artillery I","Projectile Weapon",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"Jita Moon IIII                                    ","Velator",650,"Rookie ship",135.0,0,0,0,0,0,0,0,3.0,305.0,20.024830790179823,54.0,,10.0,226.875,480.0,100.0,23.0,135.0,2.0,"Molden Heath",0,0,0,1,0,0,0,0.2410782258913712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01,0,3,2,-1.8,-0.7,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Comodo Leader                                     ","Nemesis",1266,"Stealth Bomber",215.0,0,0,0,0,0,0,0,5.5,264.0,15.490419717569374,37.0,1.0,0.0,376.23125000000005,425.0,307.0,38.0,293.75,1.25,"Placid",1,0,1,0,0,0,1,0.3384160537741685,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8,0,2,1,-10.0,-10.0,"Imperial Navy Large EMP Smartbomb","Smart Bomb",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"Lenne                                             ","Deimos",11726,"Heavy Assault Cruiser",315.0,2,0,0,0,0,10,0,3.3,230.0,18.370533664002938,150.0,2.0,50.0,1605.9375,270.0,360.0,1050.0,1400.0,6.222222222222221,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1018.375,4,2,26,3.0,4.392307692307693,"Anode Ion Particle Cannon I","Hybrid Weapon",4,10,0,0,0,0,2,0,0,2,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,"PvP Generic"
"Ronri                                             ","Legion",17605,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,35.7890592845767,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1238.1700000000003,4,2,30,3.0,4.453333333333334,"425mm AutoCannon II","Projectile Weapon",4,12,0,0,0,0,2,0,0,2,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,"PvP Generic"
"Cadica DoUrden                                    ","Catalyst",3065,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Lonetrek",1,0,0,1,0,1,1,0.6350155561969852,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.38,0,6,1,0.003499595,0.003499595,"'Hypnos' Ion Field ECM I","ECM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Tonia Criid                                       ","Ferox",39021,"Combat Battlecruiser",475.0,1,0,0,0,0,0,0,2.5,140.0,11.435105774728417,295.0,2.0,25.0,5987.5,195.0,510.0,1250.0,2750.0,3.8009675190048373,"Placid",1,0,1,0,0,0,1,0.2311459843024568,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,495.6,0,2,3,-8.571712,-6.123904,"Algos","Destroyer",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Henkra Saarioinen                                 ","Merlin",3461,"Frigate",150.0,0,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"The Citadel",0,0,0,1,0,0,0,0.3111356900396484,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,204.94,0,4,2,-0.8332203,-0.6166101500000001,"Heavy Ion Blaster II","Hybrid Weapon",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
